price,area,property-type,rooms-number,zip-code,land-area,garden,garden-area,equipped-kitchen,full-address,swimming-pool,furnished,open-fire,terrace,terrace-area,facades-number,building-state
319000,200,house,4,6150,2100,1,1980,1.0,anderlues,0,0,0,1,70,4,good
320000,193,house,3,1390,642,0,0,1.0,grez-doiceau,0,0,0,0,0,4,to rebuild
320000,65,house,1,6780,198,0,0,1.0,messancy,0,0,0,1,20,3,not mentioned
320000,250,house,3,6922,2152,0,0,1.0,wellin-halma,0,0,0,1,29,4,to rebuild
325000,137,house,8,5000,137,0,0,1.0,namur,0,0,0,0,0,2,to rebuild
329000,125,house,3,2570,95,0,0,1.0,duffel,0,0,0,0,0,2,good
329000,295,house,4,2890,200,0,0,1.0,sint-amands,0,0,0,0,0,2,good
329000,116,house,2,9000,61,0,0,1.0,gent,0,0,0,0,0,2,good
330000,133,house,4,1400,230,1,105,1.0,nivelles,0,0,0,1,3,2,as new
330000,185,house,2,1861,141,0,0,1.0,wolvertem,0,0,1,0,0,2,to rebuild
330000,82,house,2,1950,115,1,55,1.0,kraainem,0,0,0,0,0,2,good
340000,288,house,1,7950,2950,0,0,1.0,chievres,0,0,0,0,0,3,good
345000,130,house,2,1315,445,0,0,1.0,incourt,0,0,0,1,20,2,good
345000,174,house,3,3090,116,0,0,1.0,overijse,0,0,0,1,18,2,good
345000,185,house,4,6720,0,0,0,1.0,habay-la-neuve,0,0,1,1,20,3,good
349000,135,house,3,2801,201,1,141,1.0,heffen,0,0,0,0,0,3,good
349000,115,house,3,9041,196,0,0,1.0,oostakker,0,0,0,0,0,3,good
350000,133,house,3,1340,772,0,0,1.0,ottignies,0,0,0,0,0,4,to renovate
350000,168,house,3,5332,1495,1,1200,1.0,assesse,0,0,0,0,0,3,good
359000,116,house,3,6860,822,0,0,1.0,les-fosses,0,0,0,0,0,4,as new
369000,190,house,3,3090,1799,1,1800,1.0,overijse,0,0,0,1,18,4,to renovate
369000,154,house,4,9000,65,0,0,1.0,gent,0,0,0,0,0,2,to renovate
369900,160,house,2,9930,670,0,0,1.0,zomergem,0,0,0,0,0,3,good
375000,129,house,3,1030,191,1,116,1.0,schaerbeek,0,0,0,1,22,2,to rebuild
375000,240,house,4,4000,0,0,0,1.0,liege,0,0,0,0,0,2,good
375000,151,house,3,4577,1433,1,600,1.0,vierset-barse,0,0,0,1,20,4,good
379000,190,house,3,1785,309,0,0,1.0,merchtem,0,0,1,0,0,3,good
385000,136,house,3,2840,336,0,0,1.0,rumst,0,0,0,0,0,3,good
389000,224,house,5,4802,260,1,80,1.0,heusy,0,0,0,1,46,2,just renovated
390000,180,house,4,5030,611,1,50,1.0,gembloux,0,0,0,0,0,3,good
395000,162,house,4,1780,243,0,0,1.0,wemmel,0,0,0,0,0,2,to rebuild
399000,160,house,4,1070,106,1,50,1.0,anderlecht,0,0,0,0,0,2,good
399000,124,house,3,1460,400,1,300,1.0,ittre,0,0,0,1,26,2,as new
399000,181,house,4,4520,5610,1,5400,0.0,antheit,0,0,0,0,0,4,to renovate
399000,357,house,4,4600,1223,0,0,1.0,richelle,0,0,1,0,0,4,to rebuild
400000,167,house,3,1495,1376,0,0,1.0,marbais,0,0,0,1,65,2,good
400000,208,house,2,7730,1132,1,1002,1.0,estaimpuis,0,0,0,0,0,3,good
420000,430,house,5,8793,247,0,0,1.0,sint-eloois-vijve,0,0,0,0,0,3,good
420000,430,house,5,8793,247,0,0,1.0,sint-eloois-vijve,0,0,0,0,0,3,good
429000,155,house,3,9230,292,0,0,1.0,ten-ede,0,0,0,0,0,4,not mentioned
429000,155,house,3,9230,292,0,0,1.0,wetteren,0,0,0,0,0,4,not mentioned
429000,138,house,3,9520,475,1,300,1.0,sint-lievens-houtem,0,0,0,1,18,3,not mentioned
430000,260,house,4,1650,717,1,475,1.0,beersel,0,0,0,1,20,3,to rebuild
439000,153,house,3,1653,0,0,0,1.0,dworp,0,0,0,0,0,4,just renovated
439000,214,house,3,2570,202,0,0,1.0,duffel,0,0,0,0,0,2,good
450000,301,house,2,1020,385,1,200,1.0,brussels-city,0,0,0,1,35,2,good
450000,230,house,4,1080,110,0,0,1.0,molenbeek-saint-jean,0,0,0,1,25,2,to rebuild
450000,215,house,4,1390,879,0,0,1.0,grez-doiceau,0,0,0,1,30,4,just renovated
450000,415,house,4,6230,3000,0,0,0.0,pont-a-celles,0,0,0,0,0,4,to renovate
455000,318,house,5,9470,802,1,555,1.0,denderleeuw,0,0,0,1,20,2,good
465000,181,house,5,1190,87,0,0,1.0,forest,0,0,0,0,0,2,good
469000,174,house,4,2222,339,0,0,1.0,itegem,0,0,0,0,0,3,not mentioned
470000,160,house,4,6120,950,0,0,1.0,ham-sur-heure,0,0,0,0,0,4,good
475000,272,house,3,5140,6484,0,0,1.0,sombreffe,0,0,0,0,0,4,to renovate
475000,220,house,5,6792,254,1,90,0.0,aix-sur-cloie,0,0,0,1,12,2,as new
475000,224,house,4,8792,600,1,462,1.0,desselgem,0,0,0,1,110,4,good
480000,160,house,3,2520,425,0,0,1.0,ranst,0,0,0,1,20,2,just renovated
480000,159,house,4,6700,839,0,0,1.0,arlon,0,0,0,0,0,3,just renovated
490000,190,house,3,3090,666,1,320,1.0,overijse,0,0,0,1,25,4,to renovate
495000,202,house,3,1780,542,0,0,1.0,wemmel,0,0,0,0,0,3,good
495000,202,house,4,6890,1209,0,0,1.0,glaireuse,0,0,0,0,0,4,good
499000,205,house,4,1330,1213,1,1060,1.0,rixensart,0,0,0,1,23,4,to rebuild
519000,260,house,5,6700,1041,0,0,1.0,arlon,0,0,1,1,20,4,to rebuild
525000,308,house,4,1780,418,0,0,1.0,wemmel,0,0,0,0,0,2,good
525000,289,house,4,2460,0,0,0,1.0,tielen,1,0,1,0,0,3,as new
530000,230,house,5,5100,1147,1,900,1.0,wepion,0,0,0,1,25,4,as new
530000,260,house,3,9991,991,0,0,1.0,adegem,0,0,0,0,0,4,not mentioned
545000,183,house,3,1480,883,0,0,1.0,tubize,0,0,0,0,0,4,not mentioned
550000,236,house,5,1300,1622,0,0,1.0,wavre,1,0,1,0,0,4,to renovate
550000,200,house,4,4920,2108,0,0,1.0,awan,0,0,0,0,0,3,good
550000,180,house,4,5640,1056,0,0,1.0,saint-gerard,0,0,0,1,90,4,just renovated
569000,218,house,4,3020,1097,1,470,1.0,herent,0,0,0,0,0,4,good
570000,160,house,4,1933,775,1,450,1.0,sterrebeek,0,0,0,0,0,4,not mentioned
580000,170,house,4,9120,620,0,0,1.0,beveren-waas,0,0,0,0,0,4,not mentioned
585000,270,house,5,1785,190,0,0,1.0,merchtem,0,0,0,0,0,2,to rebuild
595000,251,house,6,1400,2229,0,0,1.0,nivelles,0,0,1,0,0,4,good
595000,251,house,6,1400,2229,0,0,1.0,nivelles,0,0,1,0,0,4,good
595000,251,house,6,6230,2229,0,0,1.0,buzet,0,0,1,0,0,4,good
595000,251,house,6,6230,2229,0,0,1.0,buzet,0,0,1,0,0,4,good
625000,279,house,3,1560,884,0,0,1.0,hoeilaart,0,0,0,1,25,4,good
645000,160,house,3,1150,182,1,105,1.0,woluwe-saint-pierre,0,0,0,1,10,2,good
649000,160,house,3,5030,2600,1,2000,1.0,gembloux,0,0,0,1,40,4,as new
649000,160,house,3,5190,2600,1,2000,1.0,jemeppe-sur-sambre-spy,0,0,0,1,40,4,as new
650000,472,house,6,1800,278,1,140,1.0,vilvoorde,0,0,0,1,22,2,good
675000,199,house,4,2800,0,0,0,1.0,mechelen,0,0,0,1,30,3,as new
675000,257,house,6,6700,4923,0,0,1.0,arlon,0,0,0,0,0,4,good
675000,257,house,6,6700,4923,0,0,1.0,arlon,0,0,0,0,0,4,good
685000,180,house,4,1410,140,1,50,1.0,waterloo,0,0,0,0,0,2,as new
695000,205,house,5,1180,280,1,130,1.0,uccle,0,0,0,1,10,2,good
695000,220,house,5,1495,6122,0,0,1.0,villers-la-ville,0,0,1,1,120,4,good
715000,322,house,7,1200,175,1,100,1.0,woluwe-saint-lambert,0,0,0,1,28,2,to renovate
720000,301,house,5,8490,1623,0,0,1.0,jabbeke,0,0,0,0,0,3,good
725000,220,house,7,1040,74,0,0,1.0,etterbeek,0,1,0,1,40,2,good
735000,440,house,4,2270,1671,0,0,1.0,herenthout,1,0,0,0,0,4,good
740000,279,house,7,1082,132,1,45,1.0,berchem-sainte-agathe,0,0,0,0,0,2,just renovated
745000,370,house,4,1030,180,1,76,1.0,schaerbeek,0,0,0,1,14,2,as new
745000,404,house,6,1840,1795,0,0,1.0,malderen,0,0,0,0,0,4,to rebuild
749000,296,house,3,1410,765,1,600,1.0,waterloo,0,0,0,0,0,4,good
750000,665,house,14,6660,4500,1,2673,1.0,houffalize,0,1,0,0,0,4,as new
785000,160,house,3,1380,2699,0,0,1.0,lasne,1,0,1,1,14,4,good
795000,240,house,4,1150,265,1,147,1.0,woluwe-saint-pierre,0,0,0,0,0,2,good
795000,200,house,3,1160,220,1,40,1.0,auderghem,0,0,0,1,26,3,as new
798750,311,house,5,9300,952,1,200,1.0,aalst,1,0,0,0,0,4,good
800000,293,house,6,1030,150,1,55,1.0,schaerbeek,0,0,0,1,22,2,as new
800000,560,house,9,5000,170,0,0,0.0,namur,0,0,0,1,8,3,to rebuild
820000,365,house,5,5100,4210,1,3900,1.0,wepion,1,0,0,1,75,4,as new
850000,180,house,3,1200,259,1,140,1.0,woluwe-saint-lambert,0,0,0,0,0,3,as new
1095000,265,house,4,8300,423,0,0,1.0,knokke-heist-knokke,0,0,0,0,0,3,as new
1100000,335,house,6,1000,132,1,50,1.0,bruxelles,0,0,0,0,0,2,as new
1100000,412,house,5,1980,2330,0,0,1.0,zemst,0,0,0,1,20,4,as new
1245000,470,house,6,1950,1886,1,1200,1.0,kraainem,0,0,0,0,0,4,good
1290000,420,house,5,1320,18000,1,15000,1.0,beauvechain,1,0,0,1,110,4,as new
1295000,363,house,7,1000,190,1,85,1.0,bruxelles,0,0,0,1,12,2,to rebuild
1295000,363,house,7,1030,190,1,85,1.0,schaerbeek,0,0,0,1,12,2,to rebuild
1295000,270,house,5,1150,624,1,550,1.0,woluwe-saint-pierre,0,0,0,1,25,3,as new
1350000,517,house,4,8377,14690,1,14690,1.0,zuienkerke,0,0,0,1,170,4,good
1375000,180,house,5,8300,145,0,0,1.0,knokke-heist-knokke,0,0,0,0,0,2,good
1395000,290,house,4,1150,848,1,430,1.0,woluwe-saint-pierre,0,0,0,0,0,4,good
1395000,499,house,4,1380,4132,1,3633,1.0,lasne-lasne-chapelle-saint-lambert,1,0,0,0,0,4,good
1495000,450,house,4,1380,3918,1,3900,1.0,lasne,1,0,0,0,0,4,to rebuild
1499000,470,house,10,1050,134,0,0,1.0,ixelles,0,0,0,0,0,2,to renovate
1550000,278,house,4,1040,390,1,245,1.0,etterbeek,0,0,0,0,0,2,to rebuild
1550000,437,house,7,1180,459,0,0,1.0,uccle,0,0,0,0,0,2,good
1650000,660,house,4,1390,5857,0,0,1.0,grez-doiceau,1,0,0,0,0,4,as new
1680000,534,house,5,1357,16966,1,10000,1.0,helecine,1,0,0,1,50,4,just renovated
1850000,392,house,4,1050,555,1,400,1.0,ixelles,0,0,0,1,40,2,as new
1850000,392,house,4,1060,555,1,400,1.0,saint-gilles,0,0,0,1,40,2,as new
1850000,392,house,4,1180,555,1,400,1.0,uccle,0,0,0,1,40,2,as new
1860000,511,house,5,1180,18000,0,0,1.0,uccle,0,0,0,0,0,4,as new
1980000,485,house,7,1040,565,1,365,1.0,etterbeek,0,0,0,0,0,3,good
2000000,550,house,4,9700,410,0,0,1.0,oudenaarde,0,0,0,0,0,2,as new
2150000,485,house,5,1050,140,0,0,1.0,ixelles,0,0,0,0,0,2,as new
2175000,212,house,4,8300,366,1,272,1.0,knokke-heist,0,0,0,0,0,4,as new
2450000,446,house,6,2018,266,1,266,1.0,antwerp,0,1,0,0,0,3,as new
3150000,580,house,7,1150,2137,0,0,1.0,woluwe-saint-pierre,1,0,0,0,0,4,good
3200000,780,house,7,1380,5168,1,4000,1.0,lasne,1,0,0,1,210,4,as new
3380000,600,house,7,1150,1390,0,0,1.0,woluwe-saint-pierre,1,0,0,1,2,4,as new
3475000,650,house,6,1640,3500,0,0,1.0,st-genesius-rode,0,0,1,1,200,4,as new
3995000,478,house,4,1380,8000,0,0,1.0,lasne,1,0,0,1,120,4,as new
3995000,478,house,4,1380,8000,1,7650,1.0,lasne,1,0,1,0,0,4,just renovated
4300000,950,house,8,1150,11600,1,500,1.0,woluwe-saint-pierre,1,0,0,1,150,4,to renovate
4395000,357,house,6,8300,664,1,664,1.0,knokke-heist,0,0,0,0,0,3,as new
4950000,1000,house,6,1060,5000,1,3500,1.0,saint-gilles,1,0,0,1,81,4,as new
8000000,1100,house,12,3090,500000,1,1,1.0,overijse,1,0,0,0,0,4,as new
229000,202,house,3,9600,139,1,40,1.0,ronse,0,0,0,1,25,2,not mentioned
320000,125,house,2,1501,500,0,0,1.0,halle,0,0,0,1,10,4,to renovate
315000,140,house,3,9070,108,0,0,1.0,destelbergen,0,0,0,0,0,2,just renovated
395000,239,house,4,9031,157,0,0,1.0,drongen,0,0,1,0,0,3,not mentioned
199900,110,house,2,6040,220,1,120,1.0,charleroi-jumet,0,0,0,1,7,3,just renovated
239000,122,house,4,6700,417,1,202,0.0,arlon,0,0,0,1,9,3,not mentioned
249000,129,house,3,4500,236,1,156,1.0,huy,0,0,0,0,0,3,not mentioned
374000,136,house,3,8310,166,1,30,1.0,brugge-assebroek,0,0,0,1,8,3,not mentioned
529000,140,house,2,9160,441,1,250,1.0,lokeren,0,0,0,1,50,3,as new
780000,250,house,6,1490,1252,0,0,1.0,court-saint-etienne,0,0,1,0,0,4,good
99000,79,house,2,4100,65,0,0,1.0,seraing,0,0,0,0,0,2,to rebuild
219500,201,house,3,8790,171,0,0,1.0,waregem,0,0,0,0,0,2,good
305000,120,house,2,1457,351,1,220,1.0,perbais,0,0,0,1,35,3,to renovate
325000,171,house,3,8820,850,0,0,1.0,torhout,0,0,0,0,0,4,good
559000,201,house,3,1180,0,0,0,1.0,uccle,0,0,0,0,0,2,just renovated
559000,201,house,3,1180,0,0,0,1.0,uccle,0,0,0,0,0,2,just renovated
165000,173,house,3,8820,389,1,220,1.0,torhout,0,0,0,1,25,3,to renovate
290000,154,house,2,1790,130,0,0,1.0,affligem,0,0,0,1,40,4,as new
295000,155,house,3,1790,367,1,100,1.0,affligem,0,0,0,0,0,4,to renovate
549000,135,house,3,1180,140,1,50,1.0,uccle,0,0,0,0,0,2,as new
695000,378,house,4,1180,1064,0,0,1.0,uccle,0,0,0,1,94,2,good
160000,92,house,2,7970,147,0,0,1.0,beloeil,0,0,0,0,0,2,to rebuild
299000,170,house,2,4690,255,0,0,1.0,glons,0,0,0,1,80,3,not mentioned
785000,180,house,4,1410,1350,1,1350,1.0,waterloo,0,0,0,0,0,4,good
935000,290,house,7,1200,140,1,30,0.0,woluwe-saint-lambert,0,0,0,1,16,2,to renovate
145000,72,house,2,7971,720,0,0,1.0,wadelincourt,0,0,0,0,0,3,just renovated
149000,128,house,3,9500,120,1,25,1.0,geraardsbergen,0,0,0,1,15,4,to rebuild
459000,225,house,2,3071,417,1,300,1.0,erps-kwerps,0,0,0,0,0,4,to rebuild
499000,290,house,3,2590,986,0,0,1.0,berlaar,0,0,0,0,0,4,not mentioned
645000,170,house,4,1030,120,1,40,1.0,schaerbeek,0,0,0,0,0,2,as new
990000,313,house,6,4000,105,0,0,1.0,liege,0,0,0,0,0,2,to rebuild
425000,198,house,3,7540,202,0,0,1.0,rumillies,0,0,0,0,0,2,not mentioned
185000,140,house,3,9690,814,0,0,1.0,ruien,0,0,0,0,0,3,to rebuild
195000,157,house,3,6043,806,0,0,1.0,ransart,0,0,0,0,0,2,just renovated
275000,125,house,3,9300,70,0,0,1.0,aalst,0,0,0,0,0,4,as new
285000,120,house,3,8820,433,0,0,1.0,torhout,0,0,0,0,0,4,good
295000,136,house,4,9230,450,0,0,1.0,wetteren,0,0,0,0,0,3,good
359000,160,house,3,9800,827,0,0,1.0,deinze,0,0,0,0,0,3,to rebuild
430000,210,house,5,7500,253,1,150,1.0,tournai,0,0,0,1,20,2,to renovate
739000,446,house,3,9100,0,0,0,1.0,sint-niklaas,1,0,0,0,0,3,good
1685000,464,house,4,1831,4300,1,2000,1.0,machelen,0,0,0,1,60,4,as new
2250000,536,house,4,7322,7165,1,6714,1.0,ville-pommeroeul,1,0,0,0,0,4,as new
339000,133,house,3,9470,480,0,0,1.0,denderleeuw,0,0,0,0,0,3,good
365000,254,house,3,3300,800,1,202,1.0,tienen,0,0,0,1,200,4,good
489000,188,house,4,8800,601,1,269,1.0,roeselare,1,0,0,0,0,4,good
2245000,518,house,4,2500,49140,0,0,1.0,lier,0,0,0,0,0,4,not mentioned
260000,130,house,3,1480,490,1,400,1.0,tubize,0,0,0,1,25,3,good
450000,180,house,4,1457,806,1,806,0.0,walhain,0,0,0,0,0,4,good
4500000,392,house,5,8300,930,0,0,1.0,knokke-heist-knokke,1,0,0,0,0,4,as new
99000,72,house,1,4420,42,0,0,1.0,saint-nicolas,0,1,0,1,11,2,good
125000,132,house,2,4540,125,1,95,1.0,ombret-rawsa,0,0,0,0,0,3,to renovate
139000,90,house,2,4032,255,1,140,1.0,chenee,0,0,0,0,0,2,to rebuild
159000,150,house,4,4500,50,0,0,1.0,huy,0,0,0,0,0,2,good
169000,149,house,4,4102,110,0,0,1.0,ougree,0,0,0,1,27,2,good
169000,112,house,3,7700,394,1,250,1.0,mouscron,0,0,0,0,0,2,just renovated
169500,100,house,2,9600,69,0,0,1.0,ronse,0,0,0,0,0,2,good
171000,180,house,3,8870,113,0,0,1.0,izegem,0,0,0,1,20,3,to renovate
189000,151,house,3,4460,510,1,360,1.0,grace-hollogne,0,0,0,1,20,3,to rebuild
195000,150,house,4,7730,220,1,65,1.0,estaimbourg,0,0,0,1,15,4,good
199000,327,house,6,6840,367,0,0,0.0,longlier,0,0,0,0,0,3,to renovate
215000,215,house,4,5620,2821,0,0,0.0,saint-aubin,0,0,0,0,0,3,to renovate
240000,207,house,3,6792,1010,0,0,0.0,halanzy,0,0,0,0,0,2,to renovate
250000,89,house,2,6690,992,0,0,1.0,vielsalm,0,0,0,0,0,4,good
259000,128,house,3,4450,354,0,0,1.0,slins,0,0,0,0,0,3,good
275000,100,house,3,4680,814,0,0,1.0,hermee,0,0,1,1,16,4,to renovate
279000,419,house,5,4540,1662,1,393,1.0,jehay,0,0,0,1,40,3,good
297000,97,house,3,2830,229,1,103,1.0,willebroek,0,0,0,1,22,2,not mentioned
298000,93,house,3,1470,686,0,0,1.0,baisy-thy,0,0,1,1,20,4,not mentioned
349000,249,house,4,4350,2626,0,0,1.0,momalle,0,0,0,0,0,4,good
349000,249,house,4,4350,2626,0,0,1.0,momalle,0,0,0,0,0,4,good
349000,270,house,10,4880,1942,1,1942,0.0,aubel,0,0,0,0,0,3,to renovate
349500,135,house,2,4162,1516,1,1299,1.0,anthisnes,0,0,0,1,40,4,as new
385000,258,house,4,1470,1030,1,429,1.0,genappe,0,0,0,1,19,4,to renovate
390000,215,house,4,7060,1648,1,1400,1.0,horrues,0,0,0,1,23,4,to rebuild
390000,205,house,5,7332,3310,0,0,1.0,sirault,0,0,0,0,0,4,good
450000,233,house,3,6210,1000,0,0,1.0,reves,0,0,0,0,0,4,good
470000,195,house,2,1970,400,1,228,1.0,wezembeek-oppem,0,0,0,1,16,2,to rebuild
475000,145,house,4,1070,209,1,100,1.0,anderlecht,0,0,0,0,0,2,to rebuild
475000,200,house,4,2610,359,1,175,1.0,wilrijk,0,0,1,0,0,3,not mentioned
480000,160,house,4,1420,637,1,500,1.0,braine-lalleud,0,0,0,1,25,4,to rebuild
940000,290,house,4,1070,1300,1,500,1.0,anderlecht,0,0,0,0,0,3,to rebuild
1245000,633,house,14,9240,610,0,0,1.0,zele,0,0,0,0,0,2,good
1395000,250,house,5,1050,160,1,60,1.0,ixelles,0,0,0,1,54,2,as new
2200000,1176,house,6,1090,1952,1,990,1.0,jette,1,0,0,1,28,4,good
2200000,1176,house,6,1780,1952,1,990,1.0,wemmel,1,0,0,1,28,4,good
3100000,890,house,12,1050,460,1,210,1.0,ixelles,0,0,0,0,0,2,just renovated
149000,88,house,2,4040,60,0,0,1.0,herstal,0,0,0,1,22,2,good
229000,155,house,3,4420,841,1,400,1.0,saint-nicolas,0,0,0,1,160,4,to rebuild
285000,165,house,4,4219,487,1,222,1.0,wasseiges-meeffe,0,0,0,1,55,4,good
725000,180,house,3,1410,544,0,0,1.0,waterloo,1,0,1,0,0,4,good
469000,144,house,3,9070,575,0,0,1.0,destelbergen,0,0,0,1,16,4,as new
657000,153,house,3,9880,1751,0,0,1.0,aalter,0,0,1,0,0,4,not mentioned
680000,305,house,6,9470,303,0,0,1.0,denderleeuw,0,0,0,0,0,3,good
935000,290,house,7,1200,140,1,30,0.0,woluwe-saint-lambert,0,0,0,1,16,2,to renovate
80000,55,house,1,5542,41,0,0,1.0,hastiere,0,0,0,1,16,4,good
199000,162,house,4,3800,90,0,0,1.0,sint-truiden,0,0,0,0,0,2,to renovate
248000,165,house,3,7700,0,0,0,1.0,mouscron,0,0,0,0,0,2,good
349000,148,house,3,4250,2900,1,2808,1.0,geer-lens-saint-servais,0,0,0,1,51,4,good
369000,171,house,4,8790,840,0,0,1.0,waregem,0,0,0,0,0,3,as new
1275000,500,house,6,1840,17000,0,0,1.0,londerzeel,0,0,1,0,0,4,to rebuild
135000,190,house,1,7700,302,1,140,0.0,mouscron,0,0,0,0,0,2,to renovate
305000,139,house,3,8940,344,1,67,1.0,geluwe,0,0,0,0,0,3,as new
375000,125,house,3,1320,0,0,0,1.0,beauvechain,0,0,0,0,0,3,as new
435000,174,house,3,1082,72,0,0,1.0,berchem-sainte-agathe,0,0,0,1,21,2,good
650000,235,house,4,1332,406,0,0,1.0,genval,0,0,1,1,25,2,as new
289000,157,house,4,8850,978,1,500,1.0,ardooie,0,0,0,0,0,4,good
299900,274,house,6,6230,410,1,190,1.0,pont-a-celles,0,0,0,1,132,2,good
225000,115,house,3,1300,90,0,0,1.0,wavre,0,0,0,1,18,2,to renovate
355000,141,house,3,9000,70,0,0,1.0,gent,0,0,0,0,0,2,not mentioned
650000,240,house,5,1470,1134,0,0,1.0,genappe,1,0,0,1,60,4,just renovated
650000,240,house,5,1476,1134,0,0,1.0,houtain-le-val,1,0,0,1,60,4,just renovated
350000,230,house,4,7160,500,1,285,1.0,chapelle-lez-herlaimont,0,0,0,1,11,2,good
139000,180,house,6,4800,66,0,0,1.0,verviers,0,0,0,0,0,2,to rebuild
185000,70,house,3,8980,873,0,0,1.0,zonnebeke,0,0,0,0,0,3,good
349000,163,house,2,9090,295,1,220,1.0,melle,0,0,0,1,20,2,to rebuild
354000,185,house,4,9000,90,0,0,1.0,gent,0,0,0,0,0,2,to rebuild
395000,143,house,3,1420,260,1,157,1.0,braine-lalleud,0,0,0,0,0,2,good
440000,285,house,3,7900,1085,1,825,1.0,leuze-en-hainaut,0,0,0,1,78,4,as new
1550000,380,house,9,1150,396,1,267,1.0,woluwe-saint-pierre,0,0,0,1,4,4,to renovate
700000,310,house,7,7890,2895,1,2350,1.0,ellezelles-lahamaide,0,1,0,1,120,4,as new
255000,166,house,4,8310,336,1,220,1.0,assebroek,0,0,0,1,25,2,to renovate
158000,155,house,3,9600,100,0,0,1.0,ronse,0,0,0,0,0,2,not mentioned
349000,148,house,5,3550,132,0,0,1.0,heusden-zolder,0,0,0,0,0,2,as new
419000,197,house,5,9000,103,0,0,1.0,gent,0,0,0,1,12,2,as new
574000,319,house,4,3945,4000,1,2000,1.0,ham,0,0,0,0,0,4,good
279000,235,house,3,3320,386,1,200,1.0,hoegaarden,0,0,0,1,10,3,to renovate
107500,98,house,2,7334,141,0,0,1.0,hautrage-etat,0,0,0,1,76,2,good
109000,102,house,3,4040,170,1,73,1.0,herstal,0,0,0,1,34,2,not mentioned
120000,115,house,2,7390,100,0,0,1.0,quaregnon,0,0,0,0,0,3,good
160000,150,house,3,6060,200,0,0,1.0,gilly,0,0,0,0,0,2,good
169000,60,house,2,8610,135,0,0,1.0,kortemark,0,0,0,0,0,3,good
172000,134,house,3,9300,100,1,16,1.0,aalst,0,0,0,1,16,2,to rebuild
175000,120,house,2,6220,269,0,0,1.0,lambusart,0,0,0,0,0,3,good
189000,110,house,3,7012,60,0,0,1.0,mons,0,0,0,1,10,2,just renovated
199000,115,house,3,8500,170,0,0,1.0,kortrijk,0,0,0,0,0,2,not mentioned
225000,115,house,3,2845,86,0,0,1.0,niel,0,0,0,0,0,3,good
229000,160,house,4,6953,4127,0,0,1.0,nassogne-forrieres,0,0,0,1,19,4,to rebuild
239500,340,house,6,4260,928,0,0,0.0,fallais,0,0,1,0,0,3,to renovate
239500,340,house,6,4260,928,0,0,0.0,fallais,0,0,1,0,0,3,to renovate
249000,264,house,3,2800,88,0,0,1.0,mechelen,0,0,0,0,0,2,to renovate
250000,97,house,2,6044,472,0,0,1.0,charleroi-roux,0,0,0,1,50,4,as new
259000,232,house,3,8792,470,0,0,1.0,desselgem,0,0,0,0,0,2,to renovate
295000,100,house,2,1780,88,0,0,1.0,wemmel,0,0,0,0,0,2,to rebuild
298000,164,house,3,9000,172,0,0,1.0,gent,0,0,0,0,0,2,to rebuild
299000,160,house,3,4040,276,1,140,1.0,herstal,0,0,0,0,0,3,not mentioned
299000,92,house,2,8000,57,0,0,1.0,brugge,0,0,0,0,0,2,good
315000,130,house,3,5060,355,1,200,1.0,sambreville,0,0,0,1,30,3,as new
325000,102,house,2,5081,600,0,0,1.0,la-bruyere,0,0,0,0,0,3,to rebuild
329500,133,house,3,9200,70,0,0,1.0,sint-gillis-dendermonde,0,0,0,1,10,2,just renovated
345000,170,house,4,6990,1100,0,0,1.0,hotton,0,0,0,0,0,4,not mentioned
349000,220,house,4,6220,200,1,100,1.0,heppignies,0,0,0,0,0,4,good
350000,160,house,2,5140,1600,1,1450,1.0,tongrinne,0,0,0,1,30,4,good
350000,210,house,3,9031,60,0,0,1.0,drongen,0,0,0,0,0,2,to rebuild
360000,209,house,4,7333,0,0,0,1.0,tertre,0,0,0,0,0,4,good
365000,260,house,3,2660,210,0,0,1.0,hoboken,0,0,1,0,0,2,good
370000,180,house,4,5060,521,0,0,1.0,keumiee,0,0,0,1,31,4,just renovated
379000,273,house,3,1190,82,0,0,1.0,forest,0,0,0,0,0,2,to renovate
379000,224,house,4,1820,497,0,0,1.0,steenokkerzeel,0,0,0,0,0,3,good
379000,170,house,3,1860,803,0,0,1.0,sint-brixius-rode,0,0,0,0,0,3,to rebuild
398000,154,house,3,9030,102,0,0,1.0,mariakerke,0,0,1,0,0,2,not mentioned
400000,268,house,4,9850,730,0,0,1.0,nevele,0,0,1,0,0,4,not mentioned
449000,157,house,4,2860,1045,0,0,1.0,sint-katelijne-waver,0,0,0,0,0,4,to renovate
475000,151,house,3,3090,434,1,200,1.0,overijse,0,0,0,1,25,4,to rebuild
490000,110,house,3,3090,486,0,0,1.0,overijse,0,0,0,0,0,4,as new
499000,260,house,5,4053,1280,0,0,1.0,embourg,0,0,0,1,20,4,good
520000,370,house,7,6700,566,0,0,1.0,arlon,0,0,0,1,36,2,good
520000,370,house,7,6700,566,0,0,1.0,arlon,0,0,0,1,36,2,good
540000,155,house,4,1030,0,1,30,1.0,schaerbeek,0,0,0,1,15,2,as new
550000,320,house,7,4000,0,1,230,1.0,liege,0,0,0,0,0,2,good
580000,210,house,3,1020,1,0,0,1.0,bruxelles,0,0,0,1,12,2,good
590000,250,house,5,1050,0,1,75,0.0,ixelles,0,0,0,1,3,2,to renovate
